id,product_name,buy_date,buy_price,gender,expiration_date,bought_id,sell_date,sell_price
499,Coffee - Dark Roast,6/14/2022,$49.48,Female,2/13/2022,0.662738355,12/18/2021,$13.73
500,"Lamb - Shoulder, Boneless",5/20/2022,$92.01,Male,6/4/2022,1.5568214356,10/1/2021,$46.25
501,Mushroom - Lg - Cello,9/7/2021,$69.81,Female,12/27/2021,1.5096972568,7/24/2021,$19.94
502,"Pepsi - Diet, 355 Ml",9/26/2021,$48.84,Male,11/23/2021,1.5359337523,2/23/2022,$61.00
503,Wine - Rhine Riesling Wolf Blass,7/11/2022,$50.25,Male,11/30/2021,0.6609322593,7/8/2022,$17.75
504,Sugar - Icing,7/19/2022,$51.37,Female,6/12/2022,0.5225067205,12/31/2021,$33.04
505,"Nut - Walnut, Pieces",5/5/2022,$89.31,Male,9/10/2021,0.6759058246,4/10/2022,$1.58
506,Container - Hngd Cll Blk 7x7x3,6/6/2022,$95.88,Male,3/30/2022,0.067261417,4/19/2022,$39.50
507,Calypso - Pineapple Passion,4/30/2022,$97.52,Female,7/14/2022,0.3707770944,6/24/2022,$78.53
508,Ice Cream - Life Savers,9/27/2021,$63.34,Male,12/22/2021,0.2181417728,5/16/2022,$49.42
509,Syrup - Monin - Granny Smith,1/24/2022,$29.57,Female,5/13/2022,0.408194241,3/23/2022,$30.98
510,Truffle Paste,7/13/2022,$73.23,Male,5/14/2022,0.2559838687,7/30/2021,$36.64
511,Tart - Lemon,8/13/2021,$95.80,Male,7/29/2021,1.2774234517,4/29/2022,$17.96
512,Plasticspoonblack,8/7/2021,$19.80,Male,7/20/2022,3.0439770828,7/27/2021,$11.25
513,Pie Shells 10,6/29/2022,$52.73,Male,5/6/2022,0.1489748774,8/22/2021,$86.85
514,Mackerel Whole Fresh,1/12/2022,$32.63,Male,6/12/2022,1.3107660025,1/8/2022,$40.63
515,Savory,2/28/2022,$64.07,Female,9/19/2021,1.628643655,1/12/2022,$16.50
516,Veal - Sweetbread,4/19/2022,$35.51,Female,8/19/2021,0.3214630935,10/10/2021,$35.99
517,Wine - Red Oakridge Merlot,8/31/2021,$65.81,Female,1/28/2022,3.3846161921,12/5/2021,$72.48
518,Salt - Seasoned,11/20/2021,$0.11,Female,2/4/2022,0.1087849994,8/14/2021,$3.48
519,Pork - Sausage Casing,12/18/2021,$85.57,Female,10/2/2021,1.1843415008,8/10/2021,$0.24
520,Shortbread - Cookie Crumbs,12/1/2021,$21.57,Male,8/11/2021,1.4743648709,3/17/2022,$89.72
521,Wine - Niagara Peninsula Vqa,10/14/2021,$80.39,Agender,9/28/2021,1.8745860119,10/25/2021,$85.05
522,"Pepper - Paprika, Hungarian",3/17/2022,$46.27,Female,1/12/2022,2.4263997799,5/14/2022,$42.54
523,"Nut - Hazelnut, Whole",4/8/2022,$87.81,Female,4/9/2022,2.7503350451,1/11/2022,$92.59
524,Lamb Rack - Ontario,6/15/2022,$52.15,Agender,7/29/2021,0.2078204776,12/21/2021,$13.04
525,"Carrots - Purple, Organic",12/17/2021,$77.68,Male,3/4/2022,0.1745347505,1/3/2022,$63.25
526,"Asparagus - White, Fresh",7/1/2022,$25.02,Genderqueer,12/26/2021,0.2984933346,7/27/2021,$58.27
527,"Pail - 15l White, With Handle",12/20/2021,$66.05,Female,10/1/2021,1.1681336362,2/26/2022,$68.33
528,Veal - Ground,5/15/2022,$45.77,Bigender,5/12/2022,3.2530836352,10/24/2021,$97.88
529,Lemons,1/22/2022,$73.43,Male,9/13/2021,0.3213584812,6/19/2022,$79.68
530,Rice - Jasmine Sented,7/21/2022,$37.17,Male,6/4/2022,1.2233846964,2/20/2022,$10.10
531,Sauce - Thousand Island,9/13/2021,$79.50,Male,8/9/2021,0.0942977391,3/19/2022,$54.96
532,Paste - Black Olive,5/16/2022,$64.66,Male,6/13/2022,0.6696392145,2/26/2022,$97.17
533,Cheese - Goat With Herbs,2/26/2022,$51.92,Female,12/23/2021,0.600075787,3/9/2022,$86.00
534,Butter - Unsalted,3/30/2022,$2.29,Female,12/9/2021,0.1280758784,11/19/2021,$19.20
535,Currants,9/29/2021,$96.54,Male,11/3/2021,0.2701401737,7/2/2022,$49.03
536,Steamers White,3/22/2022,$30.24,Female,6/12/2022,2.226333925,10/8/2021,$20.54
537,Cabbage - Red,4/21/2022,$45.07,Male,2/1/2022,1.011644113,11/4/2021,$78.56
538,"Lamb - Leg, Diced",1/22/2022,$87.80,Male,1/21/2022,1.6574886606,10/5/2021,$83.19
539,Pheasants - Whole,6/13/2022,$72.59,Genderqueer,3/22/2022,0.281491322,8/5/2021,$80.54
540,"Bread - Bagels, Mini",9/24/2021,$19.72,Male,12/23/2021,0.1552957628,12/27/2021,$36.21
541,Olives - Nicoise,2/12/2022,$31.66,Male,7/15/2022,4.1801440768,6/11/2022,$24.76
542,Plasticspoonblack,5/29/2022,$59.81,Male,2/27/2022,0.4710637311,11/24/2021,$35.90
543,Sobe - Orange Carrot,11/21/2021,$56.20,Agender,12/27/2021,0.7253322863,8/8/2021,$48.82
544,Fennel,9/23/2021,$24.50,Male,1/19/2022,0.8327731187,9/21/2021,$12.78
545,Gelatine Leaves - Envelopes,2/22/2022,$86.57,Female,6/30/2022,1.659715434,7/25/2021,$79.62
546,Bag - Clear 7 Lb,8/25/2021,$27.36,Female,10/13/2021,3.951707303,5/27/2022,$44.96
547,Pepper - Green Thai,9/10/2021,$10.73,Female,5/4/2022,0.5866763751,4/13/2022,$6.52
548,Cheese - Mascarpone,7/13/2022,$96.88,Female,11/8/2021,0.5228268115,11/30/2021,$8.35
549,Petite Baguette,10/25/2021,$33.15,Male,3/22/2022,0.4583888395,11/6/2021,$25.56
550,Blueberries - Frozen,9/17/2021,$16.82,Male,6/30/2022,0.4228350997,7/20/2022,$97.27
551,Fondant - Icing,6/21/2022,$5.03,Male,1/25/2022,0.0037075392,12/16/2021,$12.77
552,Ham - Cooked Bayonne Tinned,6/28/2022,$37.47,Male,6/17/2022,0.2830914377,12/6/2021,$97.76
553,Sauce Tomato Pouch,1/22/2022,$85.58,Female,4/20/2022,0.1519868803,6/13/2022,$66.09
554,Snapple - Mango Maddness,12/22/2021,$1.71,Female,3/11/2022,0.2618632981,8/11/2021,$74.80
555,Pastry - Banana Muffin - Mini,9/13/2021,$15.13,Male,8/28/2021,0.116116321,2/19/2022,$61.12
556,"Cake Circle, Paprus",3/30/2022,$57.54,Female,1/19/2022,1.4950760744,12/10/2021,$86.30
557,Tequila - Sauza Silver,8/27/2021,$93.10,Female,8/17/2021,0.0321645155,7/17/2022,$72.26
558,Fireball Whisky,2/20/2022,$82.35,Female,7/17/2022,0.6075134413,9/13/2021,$80.22
559,Vinegar - Sherry,11/25/2021,$50.78,Female,8/14/2021,1.124577604,11/17/2021,$99.58
560,Island Oasis - Ice Cream Mix,5/12/2022,$58.62,Male,9/20/2021,0.7806049643,8/18/2021,$59.95
561,Tea - Jasmin Green,3/29/2022,$33.23,Male,7/19/2022,3.4690810508,5/29/2022,$22.15
562,Cod - Fillets,1/28/2022,$96.90,Female,8/15/2021,0.119380832,5/21/2022,$18.38
563,"Shrimp - Baby, Warm Water",9/5/2021,$98.77,Male,7/7/2022,0.0959726207,10/14/2021,$79.14
564,Five Alive Citrus,1/10/2022,$15.84,Female,5/3/2022,0.6422419035,5/23/2022,$65.53
565,"Lentils - Red, Dry",5/17/2022,$8.25,Bigender,5/1/2022,0.3566384123,12/25/2021,$74.94
566,Cocoa Butter,12/13/2021,$45.15,Female,6/13/2022,3.3318695883,9/15/2021,$19.69
567,Dried Apple,1/1/2022,$73.77,Male,5/2/2022,0.8758917286,4/5/2022,$33.36
568,Cheese - Augre Des Champs,3/26/2022,$59.42,Male,7/16/2022,0.5079429429,3/26/2022,$9.71
569,Muffin - Mix - Creme Brule 15l,7/23/2021,$70.44,Female,3/27/2022,3.5480550851,12/18/2021,$58.30
570,Hold Up Tool Storage Rack,4/17/2022,$69.59,Female,9/5/2021,0.337344254,1/9/2022,$98.01
571,Tea - Earl Grey,10/17/2021,$28.68,Female,3/6/2022,1.2077972768,7/5/2022,$96.97
572,Berry Brulee,11/11/2021,$31.86,Male,5/21/2022,2.4275194854,8/4/2021,$46.49
573,Table Cloth 53x69 White,8/15/2021,$66.66,Male,3/23/2022,1.6330015736,3/26/2022,$79.78
574,Lemonade - Pineapple Passion,1/22/2022,$28.79,Male,11/24/2021,0.6179023346,4/25/2022,$6.51
575,Wine - Savigny - Les - Beaune,8/1/2021,$35.90,Male,2/27/2022,0.6612320237,9/2/2021,$61.32
576,Snapple - Iced Tea Peach,8/18/2021,$0.79,Male,8/1/2021,0.0351681875,10/6/2021,$50.97
577,Rhubarb,5/2/2022,$25.99,Male,3/8/2022,0.7124265781,7/19/2022,$90.71
578,Flour Dark Rye,8/10/2021,$96.52,Male,2/21/2022,0.8669645285,7/27/2021,$10.83
579,Cookies - Englishbay Chochip,4/18/2022,$13.43,Male,4/22/2022,0.0263185568,12/2/2021,$61.11
580,Cheese - Le Cru Du Clocher,1/16/2022,$29.91,Female,5/16/2022,0.6342973677,7/4/2022,$29.53
581,Fennel - Seeds,12/12/2021,$81.27,Female,4/16/2022,0.0917089683,11/14/2021,$27.02
582,Lamb - Loin Chops,8/23/2021,$67.93,Male,2/28/2022,0.110525831,7/30/2021,$6.28
583,"Napkin - Cocktail,beige 2 - Ply",4/28/2022,$20.63,Female,5/13/2022,0.9452127971,2/6/2022,$55.08
584,Juice Peach Nectar,1/26/2022,$6.78,Female,8/28/2021,2.0914317822,7/9/2022,$64.44
585,Beer - Pilsner Urquell,10/8/2021,$79.33,Genderqueer,5/18/2022,0.1738974579,8/19/2021,$91.79
586,"Sole - Dover, Whole, Fresh",10/21/2021,$20.70,Male,2/23/2022,1.0315966509,10/26/2021,$10.98
587,Cucumber - English,8/27/2021,$94.17,Female,3/21/2022,2.5863770192,5/18/2022,$98.10
588,Bread - Multigrain Oval,11/8/2021,$31.59,Female,5/23/2022,0.0210242068,5/2/2022,$34.39
589,"Halibut - Whole, Fresh",5/23/2022,$73.97,Female,11/16/2021,0.3047328407,9/4/2021,$35.73
590,"Nut - Hazelnut, Whole",7/29/2021,$98.04,Male,8/27/2021,1.9840730623,12/27/2021,$37.35
591,"Oregano - Dry, Rubbed",2/23/2022,$92.08,Female,8/25/2021,0.1086630271,1/3/2022,$14.51
592,Yams,11/13/2021,$0.89,Female,8/7/2021,0.924385177,6/30/2022,$74.29
593,Raisin - Dark,10/6/2021,$78.69,Female,10/29/2021,0.0257078987,6/9/2022,$45.16
594,Pork - Shoulder,3/9/2022,$25.96,Male,8/22/2021,0.9557087771,9/24/2021,$64.13
595,Samosa - Veg,3/5/2022,$13.41,Female,1/10/2022,1.1453714513,2/5/2022,$47.55
596,Goulash Seasoning,10/27/2021,$73.13,Male,5/30/2022,0.2930261596,7/22/2022,$43.28
597,Chocolate - Dark,9/14/2021,$77.09,Male,9/30/2021,3.7173342222,6/28/2022,$78.89
598,Tofu - Soft,7/10/2022,$92.77,Male,10/30/2021,0.1410003992,3/2/2022,$12.38
599,Cake - Miini Cheesecake Cherry,2/2/2022,$36.81,Male,5/1/2022,2.2757146611,10/10/2021,$54.71
600,Wine - Jackson Triggs Okonagan,11/23/2021,$41.60,Female,5/12/2022,0.6816426889,4/28/2022,$1.02
601,Walkers Special Old Whiskey,1/26/2022,$70.55,Male,7/17/2022,0.0045674077,4/10/2022,$50.41
602,Sausage - Liver,11/19/2021,$21.77,Female,2/18/2022,0.8114511045,9/22/2021,$20.14
603,"Brocolinni - Gaylan, Chinese",11/30/2021,$61.72,Female,12/22/2021,0.1998726115,11/13/2021,$97.99
604,Island Oasis - Raspberry,3/7/2022,$82.71,Female,2/28/2022,1.239763186,12/31/2021,$41.21
605,Beef - Flank Steak,4/4/2022,$58.08,Female,5/19/2022,3.2110437482,7/24/2021,$89.26
606,Flour Dark Rye,7/10/2022,$87.25,Male,10/27/2021,1.5312995113,11/26/2021,$75.11
607,Nougat - Paste / Cream,4/8/2022,$6.98,Female,12/16/2021,0.6343382586,4/22/2022,$54.26
608,"Juice - Orange, Concentrate",2/19/2022,$76.76,Female,8/27/2021,0.8746700721,2/26/2022,$59.32
609,Godiva White Chocolate,12/18/2021,$48.91,Female,2/15/2022,0.5485688778,10/21/2021,$87.35
610,Pepper - Roasted Red,6/29/2022,$73.42,Male,1/12/2022,1.8847358842,1/30/2022,$6.50
611,"Jam - Strawberry, 20 Ml Jar",7/18/2022,$98.21,Female,1/17/2022,3.735270562,1/19/2022,$98.01
612,Spice - Paprika,8/5/2021,$49.98,Male,12/20/2021,1.9381503774,7/21/2022,$32.02
613,Tea - Orange Pekoe,5/17/2022,$18.47,Male,10/12/2021,0.0718574046,10/7/2021,$63.82
614,Puree - Blackcurrant,3/16/2022,$47.19,Male,11/18/2021,0.9697991474,6/27/2022,$88.38
615,Butter - Pod,2/16/2022,$86.18,Male,3/6/2022,0.1026097703,6/27/2022,$82.33
616,Pepper - Roasted Red,4/4/2022,$18.63,Female,9/25/2021,0.9261030689,9/15/2021,$74.25
617,Beef - Top Butt Aaa,5/18/2022,$29.17,Female,6/6/2022,0.3006070703,6/19/2022,$91.57
618,Cape Capensis - Fillet,3/4/2022,$87.57,Male,4/3/2022,1.9631549781,8/31/2021,$93.04
619,Coffee - Decaffeinato Coffee,1/24/2022,$37.90,Male,9/7/2021,1.1059427698,2/10/2022,$79.93
620,Chocolate - Dark Callets,3/24/2022,$64.21,Male,4/4/2022,0.183708001,8/18/2021,$42.80
621,Wine - Rioja Campo Viejo,7/19/2022,$21.93,Female,1/11/2022,0.716651507,8/8/2021,$23.74
622,Poppy Seed,4/22/2022,$61.13,Female,5/24/2022,0.5792152904,7/17/2022,$59.26
623,Bagels Poppyseed,9/16/2021,$63.09,Male,2/16/2022,0.0997919856,7/24/2021,$74.01
624,Butter Sweet,4/27/2022,$28.21,Male,5/12/2022,0.0941611591,7/6/2022,$92.95
625,Soup - Verve - Chipotle Chicken,3/4/2022,$95.20,Male,6/29/2022,1.93364705,11/12/2021,$72.74
626,Coffee - Egg Nog Capuccino,5/22/2022,$60.04,Female,9/30/2021,1.7089661169,10/20/2021,$82.93
627,"Chicken - Thigh, Bone In",6/25/2022,$15.41,Female,4/11/2022,0.4625850531,8/7/2021,$51.23
628,"Coffee - Beans, Whole",4/9/2022,$50.49,Genderfluid,11/5/2021,1.230423295,1/14/2022,$57.91
629,Versatainer Nc - 8288,3/18/2022,$25.81,Female,10/26/2021,0.5894515797,11/10/2021,$26.67
630,Laundry - Bag Cloth,6/23/2022,$20.38,Female,8/13/2021,0.1853277385,12/19/2021,$30.92
631,Beef - Diced,6/24/2022,$15.05,Female,3/8/2022,0.4743730306,1/31/2022,$41.66
632,Cabbage - Savoy,10/17/2021,$8.00,Female,8/11/2021,0.1821841486,1/11/2022,$54.03
633,Vinegar - Balsamic,5/15/2022,$70.58,Male,6/2/2022,1.1056447737,2/20/2022,$11.37
634,Butter - Pod,11/15/2021,$56.27,Male,5/11/2022,0.3516144609,9/16/2021,$30.30
635,Bread - Multigrain,1/11/2022,$84.60,Male,11/30/2021,0.9430401211,12/8/2021,$54.16
636,Marzipan 50/50,10/23/2021,$91.84,Male,11/4/2021,0.4427695888,6/18/2022,$58.09
637,Pastry - Carrot Muffin - Mini,5/8/2022,$43.99,Male,5/22/2022,0.5193391677,1/13/2022,$41.16
638,Longos - Chicken Curried,3/5/2022,$20.40,Female,7/4/2022,1.0098170178,1/26/2022,$29.41
639,"Basil - Dry, Rubbed",4/2/2022,$80.65,Male,6/25/2022,2.0872288852,7/14/2022,$51.03
640,"Basil - Dry, Rubbed",4/11/2022,$11.73,Female,2/2/2022,0.3259498005,4/2/2022,$39.63
641,Waffle Stix,4/20/2022,$25.32,Female,12/3/2021,1.0581488869,5/1/2022,$39.05
642,Cheese - Fontina,11/4/2021,$89.45,Female,3/23/2022,2.867838068,2/10/2022,$1.86
643,Bread - Calabrese Baguette,6/7/2022,$47.10,Female,12/23/2021,0.3604617447,5/14/2022,$28.60
644,Fennel,1/5/2022,$3.90,Male,3/19/2022,0.6125391153,5/10/2022,$44.04
645,Saskatoon Berries - Frozen,1/6/2022,$32.69,Male,5/2/2022,1.3090400718,8/20/2021,$67.72
646,Pastry - Baked Cinnamon Stick,4/22/2022,$85.60,Female,3/8/2022,2.0407035869,1/3/2022,$12.61
647,"Soup - Clam Chowder, Dry Mix",12/31/2021,$60.38,Female,5/18/2022,1.5080787485,2/3/2022,$80.20
648,Olive - Spread Tapenade,10/29/2021,$46.56,Male,11/13/2021,0.2355644781,1/20/2022,$22.48
649,Soup Bowl Clear 8oz92008,9/4/2021,$85.58,Female,10/19/2021,5.0253848669,11/28/2021,$23.50
650,Syrup - Kahlua Chocolate,8/2/2021,$92.75,Male,11/15/2021,2.0333897822,7/19/2022,$53.58
651,"Artichoke - Bottom, Canned",12/31/2021,$38.94,Male,1/24/2022,0.0489675307,10/10/2021,$69.47
652,Beets,6/5/2022,$72.17,Non-binary,7/25/2021,1.0757935164,8/9/2021,$63.85
653,Pickles - Gherkins,8/9/2021,$95.30,Female,6/29/2022,0.8177428653,11/17/2021,$58.41
654,Truffle Shells - White Chocolate,8/19/2021,$39.79,Polygender,6/15/2022,0.037715382,9/25/2021,$41.80
655,Pepper - Yellow Bell,5/18/2022,$48.87,Agender,9/3/2021,1.4440995421,8/19/2021,$3.47
656,Aspic - Light,8/4/2021,$26.42,Female,1/15/2022,0.4209013383,2/26/2022,$87.24
657,Chocolate - Sugar Free Semi Choc,1/1/2022,$96.10,Female,6/25/2022,2.0051335673,12/6/2021,$39.28
658,Snapple - Mango Maddness,4/3/2022,$4.46,Female,7/21/2022,0.3492418876,7/23/2021,$76.28
659,Wine - Penfolds Koonuga Hill,6/19/2022,$18.04,Female,2/8/2022,0.1365822354,9/22/2021,$25.24
660,"Mushroom - Enoki, Dry",3/12/2022,$86.45,Male,2/8/2022,0.4657599835,4/26/2022,$20.15
661,Shrimp - Tiger 21/25,1/19/2022,$34.58,Male,4/15/2022,1.3859704834,4/3/2022,$71.14
662,Lotus Leaves,9/30/2021,$73.69,Bigender,10/25/2021,0.2779345756,3/25/2022,$3.91
663,"Bread - Rolls, Rye",7/9/2022,$76.60,Polygender,3/27/2022,0.0274363045,11/17/2021,$99.69
664,Flour - Fast / Rapid,8/7/2021,$81.25,Female,4/6/2022,0.5105562145,8/28/2021,$78.10
665,Ice Cream - Life Savers,7/4/2022,$79.06,Female,4/15/2022,0.3237346395,8/30/2021,$2.25
666,Loquat,9/22/2021,$24.81,Polygender,8/23/2021,0.4688038512,2/11/2022,$34.97
667,"Lamb - Loin, Trimmed, Boneless",5/20/2022,$9.04,Male,9/25/2021,0.6844275715,2/2/2022,$23.35
668,Cup - 8oz Coffee Perforated,12/5/2021,$22.42,Male,9/6/2021,1.7288289146,7/22/2022,$84.24
669,"Artichoke - Bottom, Canned",3/10/2022,$57.95,Male,4/23/2022,0.0660704813,8/30/2021,$26.28
670,Pastry - Chocolate Chip Muffin,9/12/2021,$62.45,Male,5/17/2022,1.3891909608,4/5/2022,$27.48
671,"Sauce - Apple, Unsweetened",12/14/2021,$58.46,Female,5/27/2022,1.7855603149,12/6/2021,$56.32
672,Breadfruit,6/21/2022,$91.64,Female,6/16/2022,0.1657624987,11/11/2021,$79.23
673,Rice - Brown,9/28/2021,$95.54,Female,7/19/2022,3.4075941676,6/6/2022,$34.38
674,Pork - Liver,2/21/2022,$37.89,Male,9/21/2021,1.2940971072,9/21/2021,$8.01
675,Lobster - Tail 6 Oz,5/4/2022,$55.39,Male,7/25/2021,0.3585752998,6/18/2022,$57.23
676,Cheese - Mozzarella,5/5/2022,$56.64,Male,8/26/2021,0.1403896473,9/29/2021,$61.16
677,Bread - English Muffin,9/7/2021,$45.65,Male,2/12/2022,1.0011347672,1/31/2022,$60.90
678,Alize Sunset,8/5/2021,$59.25,Female,1/17/2022,1.1822109648,10/24/2021,$24.91
679,Cake - Miini Cheesecake Cherry,2/16/2022,$57.01,Female,12/27/2021,0.1733795797,1/23/2022,$61.90
680,Wine - Acient Coast Caberne,12/13/2021,$42.33,Male,2/28/2022,1.1734830125,8/6/2021,$77.46
681,Table Cloth 54x72 Colour,12/23/2021,$13.09,Male,4/13/2022,0.24281826,12/16/2021,$51.60
682,Madeira,10/31/2021,$66.36,Male,6/4/2022,0.3167633114,12/20/2021,$43.44
683,Cauliflower,5/9/2022,$72.13,Female,1/5/2022,0.884041108,5/9/2022,$38.58
684,Creme De Cacao White,4/12/2022,$19.24,Female,1/23/2022,3.4267022026,6/25/2022,$30.94
685,Nantucket - 518ml,12/30/2021,$71.22,Male,3/11/2022,0.0567760188,3/28/2022,$59.97
686,Olives - Stuffed,11/30/2021,$4.68,Genderqueer,7/25/2021,1.5160778551,11/14/2021,$27.39
687,Beer - Fruli,1/18/2022,$11.45,Male,10/13/2021,0.4402602022,10/20/2021,$67.38
688,Otomegusa Dashi Konbu,1/21/2022,$70.78,Female,3/9/2022,2.4439507206,4/8/2022,$85.13
689,"Marjoram - Dried, Rubbed",7/14/2022,$94.56,Male,8/20/2021,0.9436507695,4/16/2022,$33.83
690,Cheese - Perron Cheddar,6/20/2022,$94.48,Male,8/12/2021,0.3886898458,11/5/2021,$60.70
691,Seabream Whole Farmed,5/22/2022,$99.48,Male,11/5/2021,0.6451696488,9/28/2021,$78.71
692,Milk - Buttermilk,4/27/2022,$43.43,Female,4/6/2022,0.7843357137,12/1/2021,$50.04
693,Cookie Dough - Chunky,9/30/2021,$50.15,Male,8/7/2021,0.1052067292,9/19/2021,$62.02
694,Island Oasis - Pina Colada,11/21/2021,$47.42,Polygender,3/7/2022,0.9588068937,10/3/2021,$46.95
695,Potatoes - Idaho 80 Count,1/27/2022,$1.33,Male,5/18/2022,0.8974469881,11/2/2021,$89.11
696,Icecream Cone - Areo Chocolate,9/13/2021,$2.13,Male,8/15/2021,1.518807068,2/26/2022,$78.91
697,"Wine - Harrow Estates, Vidal",5/21/2022,$62.69,Female,9/6/2021,0.8172923716,2/7/2022,$72.96
698,Tea - Earl Grey,2/25/2022,$49.44,Male,2/6/2022,0.2816038163,1/3/2022,$89.32
699,Wine - Charddonnay Errazuriz,4/28/2022,$8.60,Female,9/6/2021,0.7146228708,8/4/2021,$20.45
700,Wine - Peller Estates Late,4/25/2022,$57.82,Female,7/6/2022,0.2208039336,5/10/2022,$73.03
701,"Salmon - Atlantic, No Skin",3/16/2022,$16.38,Male,9/1/2021,0.3190412438,8/15/2021,$43.88
702,Sprouts - Corn,11/9/2021,$60.21,Male,5/30/2022,0.568564507,5/25/2022,$22.79
703,"Wine - Cahors Ac 2000, Clos",7/6/2022,$4.85,Male,3/20/2022,2.1979967466,10/19/2021,$15.79
704,Goulash Seasoning,5/31/2022,$56.23,Male,3/8/2022,0.2361869053,11/1/2021,$29.80
705,Myers Planters Punch,3/11/2022,$25.01,Female,1/15/2022,1.9987946088,8/14/2021,$65.40
706,Chicken - Base,11/4/2021,$31.13,Male,3/10/2022,0.1899773484,2/17/2022,$21.33
707,Bread - Bistro White,5/30/2022,$42.08,Female,10/11/2021,1.3507408611,12/3/2021,$24.62
708,Wine - Chateau Aqueria Tavel,11/16/2021,$45.28,Female,8/21/2021,1.2395228653,8/26/2021,$11.26
709,Mushroom - Chanterelle Frozen,12/24/2021,$25.45,Male,12/11/2021,0.5130180351,5/25/2022,$20.51
710,Sword Pick Asst,11/3/2021,$94.73,Female,9/10/2021,0.7618457743,3/7/2022,$31.07
711,"Pepper - White, Ground",10/12/2021,$7.01,Female,12/29/2021,0.0930734882,10/5/2021,$5.26
712,Plate Foam Laminated 9in Blk,8/14/2021,$14.75,Genderfluid,6/9/2022,1.1100727509,2/3/2022,$90.43
713,Soup - Boston Clam Chowder,6/26/2022,$53.35,Male,4/22/2022,0.0158403388,3/6/2022,$46.88
714,"Veal - Shank, Pieces",3/23/2022,$18.60,Male,10/18/2021,2.1187175827,5/13/2022,$7.35
715,"Chicken - Leg, Boneless",8/24/2021,$45.51,Female,11/13/2021,1.1906212636,2/1/2022,$86.67
716,Sauce - Fish 25 Ozf Bottle,10/14/2021,$92.47,Male,2/8/2022,0.8215010861,11/14/2021,$23.91
717,Bread - Wheat Baguette,3/20/2022,$28.73,Agender,3/12/2022,0.9144791134,8/24/2021,$23.27
718,Pork - European Side Bacon,4/9/2022,$22.39,Female,9/12/2021,0.1016554468,2/26/2022,$49.34
719,Yukon Jack,6/6/2022,$30.77,Female,10/26/2021,0.3963044057,11/4/2021,$8.06
720,"Vermouth - White, Cinzano",2/1/2022,$94.91,Female,4/20/2022,1.9282900631,12/22/2021,$65.29
721,"Soup - Campbells, Beef Barley",10/26/2021,$78.31,Female,12/15/2021,0.1735072744,10/15/2021,$63.51
722,Scrubbie - Scotchbrite Hand Pad,6/3/2022,$17.46,Female,2/2/2022,1.7045115646,7/7/2022,$89.75
723,Versatainer Nc - 8288,10/13/2021,$68.40,Female,7/17/2022,0.2171388842,1/30/2022,$57.15
724,Wine - Chablis J Moreau Et Fils,8/19/2021,$65.14,Non-binary,2/11/2022,0.1636121975,4/21/2022,$31.03
725,Dragon Fruit,2/23/2022,$69.28,Male,11/12/2021,1.2110174238,2/3/2022,$6.92
726,Duck - Whole,5/12/2022,$29.09,Female,12/21/2021,0.2078228646,12/1/2021,$96.87
727,Beef - Diced,9/26/2021,$72.92,Male,2/1/2022,0.2626072206,3/6/2022,$62.94
728,Vinegar - Sherry,1/17/2022,$44.03,Female,7/16/2022,1.665554865,7/22/2022,$27.21
729,Wine - Champagne Brut Veuve,9/14/2021,$76.02,Male,12/26/2021,2.2590913481,1/4/2022,$20.54
730,Table Cloth 62x120 White,2/15/2022,$20.99,Genderfluid,3/19/2022,0.2199279046,12/6/2021,$70.38
731,Lamb - Shanks,2/10/2022,$51.18,Female,6/24/2022,0.0681741902,3/15/2022,$96.08
732,Assorted Desserts,10/18/2021,$63.53,Male,5/18/2022,0.9791134485,6/29/2022,$70.64
733,Muffin - Mix - Mango Sour Cherry,1/27/2022,$84.88,Female,7/12/2022,0.0918010837,7/10/2022,$75.03
734,Wine - Rosso Del Veronese Igt,5/14/2022,$56.95,Male,4/30/2022,0.641369089,2/14/2022,$26.26
735,Grapes - Black,12/30/2021,$27.16,Male,5/5/2022,1.7687447405,2/24/2022,$31.80
736,Crackers Cheez It,6/8/2022,$72.02,Male,11/16/2021,0.3104544604,3/13/2022,$76.48
737,Mace,8/19/2021,$83.00,Female,12/17/2021,0.5051125406,4/7/2022,$91.56
738,Wine - Soave Folonari,10/14/2021,$39.74,Female,4/20/2022,0.6400029027,2/18/2022,$31.54
739,Foam Cup 6 Oz,8/4/2021,$47.53,Female,9/24/2021,1.0461798868,2/19/2022,$87.06
740,Amarula Cream,1/15/2022,$74.80,Agender,10/17/2021,0.2444165527,12/14/2021,$51.93
741,Bar Mix - Lime,10/6/2021,$53.78,Female,5/19/2022,1.4013618904,11/14/2021,$90.74
742,"Chocolate - Pistoles, Lactee, Milk",11/4/2021,$31.30,Male,3/28/2022,0.2161195522,1/2/2022,$92.12
743,Rolled Oats,5/9/2022,$12.38,Female,12/4/2021,0.0292791783,12/9/2021,$85.07
744,Sachet,1/2/2022,$63.77,Female,7/4/2022,1.3057398811,7/27/2021,$23.99
745,Mushroom Morel Fresh,4/11/2022,$83.39,Male,11/2/2021,0.3780936087,8/26/2021,$66.98
746,Wine - Cotes Du Rhone Parallele,9/20/2021,$63.71,Male,12/28/2021,0.975117964,11/4/2021,$35.16
747,Mackerel Whole Fresh,10/13/2021,$17.17,Male,10/21/2021,0.1260279776,12/19/2021,$37.36
